Date,New and returning viewers,Views
2021-07-16,Returning viewers,0
2021-07-17,Returning viewers,0
2021-07-18,Returning viewers,0
2021-07-19,Returning viewers,0
2021-07-20,Returning viewers,0
2021-07-21,Returning viewers,0
2021-07-22,Returning viewers,0
2021-07-23,Returning viewers,0
2021-07-24,Returning viewers,0
2021-07-25,Returning viewers,0
2021-07-26,Returning viewers,0
2021-07-27,Returning viewers,0
2021-07-28,Returning viewers,0
2021-07-29,Returning viewers,0
2021-07-30,Returning viewers,0
2021-07-31,Returning viewers,0
2021-08-01,Returning viewers,0
2021-08-02,Returning viewers,0
2021-08-03,Returning viewers,0
2021-08-04,Returning viewers,0
2021-08-05,Returning viewers,0
2021-08-06,Returning viewers,0
2021-08-07,Returning viewers,0
2021-08-08,Returning viewers,0
2021-08-09,Returning viewers,0
2021-08-10,Returning viewers,0
2021-08-11,Returning viewers,0
2021-08-12,Returning viewers,0
2021-08-13,Returning viewers,0
2021-08-14,Returning viewers,0
2021-08-15,Returning viewers,0
2021-08-16,Returning viewers,0
2021-08-17,Returning viewers,0
2021-08-18,Returning viewers,0
2021-08-19,Returning viewers,0
2021-08-20,Returning viewers,0
2021-08-21,Returning viewers,0
2021-08-22,Returning viewers,0
2021-08-23,Returning viewers,0
2021-08-24,Returning viewers,0
2021-08-25,Returning viewers,0
2021-08-26,Returning viewers,0
2021-08-27,Returning viewers,0
2021-08-28,Returning viewers,0
2021-08-29,Returning viewers,0
2021-08-30,Returning viewers,0
2021-08-31,Returning viewers,0
2021-09-01,Returning viewers,0
2021-09-02,Returning viewers,0
2021-09-03,Returning viewers,0
2021-09-04,Returning viewers,0
2021-09-05,Returning viewers,0
2021-09-06,Returning viewers,0
2021-09-07,Returning viewers,0
2021-09-08,Returning viewers,0
2021-09-09,Returning viewers,0
2021-09-10,Returning viewers,0
2021-09-11,Returning viewers,0
2021-09-12,Returning viewers,0
2021-09-13,Returning viewers,0
2021-09-14,Returning viewers,0
2021-09-15,Returning viewers,0
2021-09-16,Returning viewers,0
2021-09-17,Returning viewers,0
2021-09-18,Returning viewers,0
2021-09-19,Returning viewers,0
2021-09-20,Returning viewers,0
2021-09-21,Returning viewers,0
2021-09-22,Returning viewers,0
2021-09-23,Returning viewers,0
2021-09-24,Returning viewers,0
2021-09-25,Returning viewers,0
2021-09-26,Returning viewers,0
2021-09-27,Returning viewers,0
2021-09-28,Returning viewers,0
2021-09-29,Returning viewers,0
2021-09-30,Returning viewers,0
2021-10-01,Returning viewers,0
2021-10-02,Returning viewers,0
2021-10-03,Returning viewers,0
2021-10-04,Returning viewers,0
2021-10-05,Returning viewers,0
2021-10-06,Returning viewers,0
2021-10-07,Returning viewers,0
2021-10-08,Returning viewers,0
2021-10-09,Returning viewers,0
2021-10-10,Returning viewers,0
2021-10-11,Returning viewers,0
2021-10-12,Returning viewers,0
2021-10-13,Returning viewers,0
2021-10-14,Returning viewers,0
2021-10-15,Returning viewers,0
2021-10-16,Returning viewers,0
2021-10-17,Returning viewers,0
2021-10-18,Returning viewers,0
2021-10-19,Returning viewers,0
2021-10-20,Returning viewers,0
2021-10-21,Returning viewers,0
2021-10-22,Returning viewers,0
2021-10-23,Returning viewers,0
2021-10-24,Returning viewers,0
2021-10-25,Returning viewers,0
2021-10-26,Returning viewers,0
2021-10-27,Returning viewers,0
2021-10-28,Returning viewers,0
2021-10-29,Returning viewers,0
2021-10-30,Returning viewers,0
2021-10-31,Returning viewers,0
2021-11-01,Returning viewers,0
2021-11-02,Returning viewers,0
2021-11-03,Returning viewers,0
2021-11-04,Returning viewers,0
2021-11-05,Returning viewers,0
2021-11-06,Returning viewers,0
2021-11-07,Returning viewers,0
2021-11-08,Returning viewers,0
2021-11-09,Returning viewers,0
2021-11-10,Returning viewers,0
2021-11-11,Returning viewers,0
2021-11-12,Returning viewers,0
2021-11-13,Returning viewers,0
2021-11-14,Returning viewers,0
2021-11-15,Returning viewers,0
2021-11-16,Returning viewers,0
2021-11-17,Returning viewers,0
2021-11-18,Returning viewers,0
2021-11-19,Returning viewers,0
2021-11-20,Returning viewers,0
2021-11-21,Returning viewers,0
2021-11-22,Returning viewers,0
2021-11-23,Returning viewers,0
2021-11-24,Returning viewers,0
2021-11-25,Returning viewers,0
2021-11-26,Returning viewers,0
2021-11-27,Returning viewers,0
2021-11-28,Returning viewers,0
2021-11-29,Returning viewers,0
2021-11-30,Returning viewers,0
2021-12-01,Returning viewers,0
2021-12-02,Returning viewers,0
2021-12-03,Returning viewers,0
2021-12-04,Returning viewers,0
2021-12-05,Returning viewers,0
2021-12-06,Returning viewers,0
2021-12-07,Returning viewers,0
2021-12-08,Returning viewers,0
2021-12-09,Returning viewers,0
2021-12-10,Returning viewers,0
2021-12-11,Returning viewers,0
2021-12-12,Returning viewers,0
2021-12-13,Returning viewers,0
2021-12-14,Returning viewers,0
2021-12-15,Returning viewers,0
2021-12-16,Returning viewers,0
2021-12-17,Returning viewers,0
2021-12-18,Returning viewers,0
2021-12-19,Returning viewers,0
2021-12-20,Returning viewers,0
2021-12-21,Returning viewers,0
2021-12-22,Returning viewers,0
2021-12-23,Returning viewers,0
2021-12-24,Returning viewers,0
2021-12-25,Returning viewers,0
2021-12-26,Returning viewers,0
2021-12-27,Returning viewers,0
2021-12-28,Returning viewers,0
2021-12-29,Returning viewers,0
2021-12-30,Returning viewers,0
2021-12-31,Returning viewers,0
2022-01-01,Returning viewers,0
2022-01-02,Returning viewers,0
2022-01-03,Returning viewers,0
2022-01-04,Returning viewers,0
2022-01-05,Returning viewers,0
2022-01-06,Returning viewers,0
2022-01-07,Returning viewers,0
2022-01-08,Returning viewers,0
2022-01-09,Returning viewers,0
2022-01-10,Returning viewers,0
2022-01-11,Returning viewers,0
2022-01-12,Returning viewers,0
2022-01-13,Returning viewers,0
2022-01-14,Returning viewers,0
2022-01-15,Returning viewers,0
2022-01-16,Returning viewers,0
2022-01-17,Returning viewers,0
2022-01-18,Returning viewers,0
2022-01-19,Returning viewers,0
2022-01-20,Returning viewers,0
2022-01-21,Returning viewers,0
2022-01-22,Returning viewers,0
2022-01-23,Returning viewers,0
2022-01-24,Returning viewers,0
2022-01-25,Returning viewers,0
2022-01-26,Returning viewers,0
2022-01-27,Returning viewers,0
2022-01-28,Returning viewers,0
2022-01-29,Returning viewers,0
2022-01-30,Returning viewers,0
2022-01-31,Returning viewers,0
2022-02-01,Returning viewers,0
2022-02-02,Returning viewers,0
2022-02-03,Returning viewers,0
2022-02-04,Returning viewers,0
2022-02-05,Returning viewers,0
2022-02-06,Returning viewers,0
2022-02-07,Returning viewers,0
2022-02-08,Returning viewers,0
2022-02-09,Returning viewers,0
2022-02-10,Returning viewers,0
2022-02-11,Returning viewers,0
2022-02-12,Returning viewers,0
2022-02-13,Returning viewers,0
2022-02-14,Returning viewers,0
2022-02-15,Returning viewers,0
2022-02-16,Returning viewers,0
2022-02-17,Returning viewers,0
2022-02-18,Returning viewers,0
2022-02-19,Returning viewers,0
2022-02-20,Returning viewers,0
2022-02-21,Returning viewers,0
2022-02-22,Returning viewers,0
2022-02-23,Returning viewers,0
2022-02-24,Returning viewers,0
2022-02-25,Returning viewers,0
2022-02-26,Returning viewers,0
2022-02-27,Returning viewers,0
2022-02-28,Returning viewers,0
2022-03-01,Returning viewers,0
2022-03-02,Returning viewers,0
2022-03-03,Returning viewers,0
2022-03-04,Returning viewers,0
2022-03-05,Returning viewers,0
2022-03-06,Returning viewers,0
2022-03-07,Returning viewers,0
2022-03-08,Returning viewers,0
2022-03-09,Returning viewers,0
2022-03-10,Returning viewers,0
2022-03-11,Returning viewers,0
2022-03-12,Returning viewers,0
2022-03-13,Returning viewers,0
2022-03-14,Returning viewers,0
2022-03-15,Returning viewers,0
2022-03-16,Returning viewers,0
2022-03-17,Returning viewers,0
2022-03-18,Returning viewers,0
2022-03-19,Returning viewers,0
2022-03-20,Returning viewers,0
2022-03-21,Returning viewers,0
2022-03-22,Returning viewers,0
2022-03-23,Returning viewers,0
2022-03-24,Returning viewers,0
2022-03-25,Returning viewers,0
2022-03-26,Returning viewers,0
2022-03-27,Returning viewers,0
2022-03-28,Returning viewers,0
2022-03-29,Returning viewers,0
2022-03-30,Returning viewers,0
2022-03-31,Returning viewers,0
2022-04-01,Returning viewers,0
2022-04-02,Returning viewers,0
2022-04-03,Returning viewers,0
2022-04-04,Returning viewers,0
2022-04-05,Returning viewers,0
2022-04-06,Returning viewers,0
2022-04-07,Returning viewers,0
2022-04-08,Returning viewers,0
2022-04-09,Returning viewers,0
2022-04-10,Returning viewers,0
2022-04-11,Returning viewers,0
2022-04-12,Returning viewers,0
2022-04-13,Returning viewers,0
2022-04-14,Returning viewers,0
2022-04-15,Returning viewers,0
2022-04-16,Returning viewers,0
2022-04-17,Returning viewers,0
2022-04-18,Returning viewers,0
2022-04-19,Returning viewers,0
2022-04-20,Returning viewers,0
2022-04-21,Returning viewers,0
2022-04-22,Returning viewers,0
2022-04-23,Returning viewers,0
2022-04-24,Returning viewers,0
2022-04-25,Returning viewers,0
2022-04-26,Returning viewers,0
2022-04-27,Returning viewers,0
2022-04-28,Returning viewers,0
2022-04-29,Returning viewers,0
2022-04-30,Returning viewers,0
2022-05-01,Returning viewers,0
2022-05-02,Returning viewers,0
2022-05-03,Returning viewers,0
2022-05-04,Returning viewers,0
2022-05-05,Returning viewers,0
2022-05-06,Returning viewers,0
2022-05-07,Returning viewers,0
2022-05-08,Returning viewers,0
2022-05-09,Returning viewers,0
2022-05-10,Returning viewers,0
2022-05-11,Returning viewers,0
2022-05-12,Returning viewers,0
2022-05-13,Returning viewers,0
2022-05-14,Returning viewers,0
2022-05-15,Returning viewers,0
2022-05-16,Returning viewers,0
2022-05-17,Returning viewers,0
2022-05-18,Returning viewers,0
2022-05-19,Returning viewers,0
2022-05-20,Returning viewers,0
2022-05-21,Returning viewers,0
2022-05-22,Returning viewers,0
2022-05-23,Returning viewers,0
2022-05-24,Returning viewers,0
2022-05-25,Returning viewers,0
2022-05-26,Returning viewers,0
2022-05-27,Returning viewers,0
2022-05-28,Returning viewers,0
2022-05-29,Returning viewers,0
2022-05-30,Returning viewers,0
2022-05-31,Returning viewers,0
2022-06-01,Returning viewers,0
2022-06-02,Returning viewers,0
2022-06-03,Returning viewers,0
2022-06-04,Returning viewers,0
2022-06-05,Returning viewers,0
2022-06-06,Returning viewers,0
2022-06-07,Returning viewers,0
2022-06-08,Returning viewers,0
2022-06-09,Returning viewers,0
2022-06-10,Returning viewers,0
2022-06-11,Returning viewers,0
2022-06-12,Returning viewers,0
2022-06-13,Returning viewers,0
2022-06-14,Returning viewers,0
2022-06-15,Returning viewers,0
2022-06-16,Returning viewers,0
2022-06-17,Returning viewers,0
2022-06-18,Returning viewers,0
2022-06-19,Returning viewers,0
2022-06-20,Returning viewers,0
2022-06-21,Returning viewers,0
2022-06-22,Returning viewers,0
2022-06-23,Returning viewers,0
2022-06-24,Returning viewers,0
2022-06-25,Returning viewers,0
2022-06-26,Returning viewers,0
2022-06-27,Returning viewers,0
2022-06-28,Returning viewers,0
2022-06-29,Returning viewers,0
2022-06-30,Returning viewers,0
2022-07-01,Returning viewers,0
2022-07-02,Returning viewers,0
2022-07-03,Returning viewers,0
2022-07-04,Returning viewers,0
2022-07-05,Returning viewers,0
2022-07-06,Returning viewers,0
2022-07-07,Returning viewers,0
2022-07-08,Returning viewers,0
2022-07-09,Returning viewers,0
2022-07-10,Returning viewers,0
2022-07-11,Returning viewers,0
2022-07-12,Returning viewers,0
2022-07-13,Returning viewers,0
2022-07-14,Returning viewers,0
2022-07-15,Returning viewers,0
2022-07-16,Returning viewers,0
2022-07-17,Returning viewers,0
2022-07-18,Returning viewers,0
2022-07-19,Returning viewers,0
2022-07-20,Returning viewers,0
2022-07-21,Returning viewers,0
2022-07-22,Returning viewers,0
2022-07-23,Returning viewers,0
2022-07-24,Returning viewers,0
2022-07-25,Returning viewers,0
2022-07-26,Returning viewers,0
2022-07-27,Returning viewers,0
2022-07-28,Returning viewers,0
2022-07-29,Returning viewers,0
2022-07-30,Returning viewers,0
2022-07-31,Returning viewers,0
2022-08-01,Returning viewers,0
2022-08-02,Returning viewers,0
2022-08-03,Returning viewers,0
2022-08-04,Returning viewers,0
2022-08-05,Returning viewers,0
2022-08-06,Returning viewers,0
2022-08-07,Returning viewers,0
2022-08-08,Returning viewers,0
2022-08-09,Returning viewers,0
2022-08-10,Returning viewers,0
2022-08-11,Returning viewers,0
2022-08-12,Returning viewers,0
2022-08-13,Returning viewers,0
2022-08-14,Returning viewers,0
2022-08-15,Returning viewers,0
2022-08-16,Returning viewers,0
2022-08-17,Returning viewers,0
2022-08-18,Returning viewers,0
2022-08-19,Returning viewers,0
2022-08-20,Returning viewers,0
2022-08-21,Returning viewers,0
2022-08-22,Returning viewers,0
2022-08-23,Returning viewers,0
2022-08-24,Returning viewers,0
2022-08-25,Returning viewers,0
2022-08-26,Returning viewers,0
2022-08-27,Returning viewers,0
2022-08-28,Returning viewers,0
2022-08-29,Returning viewers,0
2022-08-30,Returning viewers,0
2022-08-31,Returning viewers,0
2022-09-01,Returning viewers,0
2022-09-02,Returning viewers,0
2022-09-03,Returning viewers,0
2022-09-04,Returning viewers,0
2022-09-05,Returning viewers,0
2022-09-06,Returning viewers,0
2022-09-07,Returning viewers,0
2022-09-08,Returning viewers,0
2022-09-09,Returning viewers,0
2022-09-10,Returning viewers,0
2022-09-11,Returning viewers,0
2022-09-12,Returning viewers,0
2022-09-13,Returning viewers,0
2022-09-14,Returning viewers,0
2022-09-15,Returning viewers,0
2022-09-16,Returning viewers,0
2022-09-17,Returning viewers,0
2022-09-18,Returning viewers,0
2022-09-19,Returning viewers,0
2022-09-20,Returning viewers,0
2022-09-21,Returning viewers,0
2022-09-22,Returning viewers,0
2022-09-23,Returning viewers,0
2022-09-24,Returning viewers,0
2022-09-25,Returning viewers,0
2022-09-26,Returning viewers,0
2022-09-27,Returning viewers,0
2022-09-28,Returning viewers,0
2022-09-29,Returning viewers,0
2022-09-30,Returning viewers,0
2022-10-01,Returning viewers,0
2022-10-02,Returning viewers,0
2022-10-03,Returning viewers,0
2022-10-04,Returning viewers,0
2022-10-05,Returning viewers,0
2022-10-06,Returning viewers,0
2022-10-07,Returning viewers,0
2022-10-08,Returning viewers,0
2022-10-09,Returning viewers,0
2022-10-10,Returning viewers,0
2022-10-11,Returning viewers,0
2022-10-12,Returning viewers,0
2022-10-13,Returning viewers,0
2022-10-14,Returning viewers,0
2022-10-15,Returning viewers,0
2022-10-16,Returning viewers,0
2022-10-17,Returning viewers,0
2022-10-18,Returning viewers,0
2022-10-19,Returning viewers,0
2022-10-20,Returning viewers,0
2022-10-21,Returning viewers,0
2022-10-22,Returning viewers,0
2022-10-23,Returning viewers,0
2022-10-24,Returning viewers,0
2022-10-25,Returning viewers,0
2022-10-26,Returning viewers,0
2022-10-27,Returning viewers,0
2022-10-28,Returning viewers,0
2022-10-29,Returning viewers,0
2022-10-30,Returning viewers,0
2022-10-31,Returning viewers,0
2022-11-01,Returning viewers,0
2022-11-02,Returning viewers,0
2022-11-03,Returning viewers,0
2022-11-04,Returning viewers,0
2022-11-05,Returning viewers,0
2022-11-06,Returning viewers,0
2022-11-07,Returning viewers,0
2022-11-08,Returning viewers,0
2022-11-09,Returning viewers,0
2022-11-10,Returning viewers,0
2022-11-11,Returning viewers,0
2022-11-12,Returning viewers,0
2022-11-13,Returning viewers,0
2022-11-14,Returning viewers,0
2022-11-15,Returning viewers,0
2022-11-16,Returning viewers,0
2022-11-17,Returning viewers,0
2022-11-18,Returning viewers,0
2022-11-19,Returning viewers,0
2022-11-20,Returning viewers,0
2022-11-21,Returning viewers,0
2022-11-22,Returning viewers,0
2022-11-23,Returning viewers,0
2022-11-24,Returning viewers,0
2022-11-25,Returning viewers,0
2022-11-26,Returning viewers,0
2022-11-27,Returning viewers,0
2022-11-28,Returning viewers,0
2022-11-29,Returning viewers,0
2022-11-30,Returning viewers,0
2022-12-01,Returning viewers,0
2022-12-02,Returning viewers,0
2022-12-03,Returning viewers,0
2022-12-04,Returning viewers,0
2022-12-05,Returning viewers,0
2022-12-06,Returning viewers,0
2022-12-07,Returning viewers,0
2022-12-08,Returning viewers,0
2022-12-09,Returning viewers,0
2022-12-10,Returning viewers,0
2022-12-11,Returning viewers,0
2022-12-12,Returning viewers,0
2022-12-13,Returning viewers,0
2022-12-14,Returning viewers,0
2022-12-15,Returning viewers,0
2022-12-16,Returning viewers,0
2022-12-17,Returning viewers,0
2022-12-18,Returning viewers,0
2022-12-19,Returning viewers,0
2022-12-20,Returning viewers,0
2022-12-21,Returning viewers,0
2022-12-22,Returning viewers,0
2022-12-23,Returning viewers,0
2022-12-24,Returning viewers,0
2022-12-25,Returning viewers,0
2022-12-26,Returning viewers,0
2022-12-27,Returning viewers,0
2022-12-28,Returning viewers,0
2022-12-29,Returning viewers,0
2022-12-30,Returning viewers,0
2022-12-31,Returning viewers,0
2023-01-01,Returning viewers,0
2023-01-02,Returning viewers,0
2023-01-03,Returning viewers,0
2023-01-04,Returning viewers,0
2023-01-05,Returning viewers,0
2023-01-06,Returning viewers,0
2023-01-07,Returning viewers,0
2023-01-08,Returning viewers,0
2023-01-09,Returning viewers,0
2023-01-10,Returning viewers,0
2023-01-11,Returning viewers,0
2023-01-12,Returning viewers,0
2023-01-13,Returning viewers,0
2023-01-14,Returning viewers,0
2023-01-15,Returning viewers,0
2023-01-16,Returning viewers,0
2023-01-17,Returning viewers,0
2023-01-18,Returning viewers,0
2023-01-19,Returning viewers,0
2023-01-20,Returning viewers,0
2023-01-21,Returning viewers,0
2023-01-22,Returning viewers,0
2023-01-23,Returning viewers,0
2023-01-24,Returning viewers,0
2023-01-25,Returning viewers,0
2023-01-26,Returning viewers,0
2023-01-27,Returning viewers,0
2023-01-28,Returning viewers,0
2023-01-29,Returning viewers,0
2023-01-30,Returning viewers,0
2023-01-31,Returning viewers,0
2023-02-01,Returning viewers,0
2023-02-02,Returning viewers,0
2023-02-03,Returning viewers,0
2023-02-04,Returning viewers,0
2023-02-05,Returning viewers,0
2023-02-06,Returning viewers,0
2023-02-07,Returning viewers,0
2023-02-08,Returning viewers,0
2023-02-09,Returning viewers,0
2023-02-10,Returning viewers,0
2023-02-11,Returning viewers,0
2023-02-12,Returning viewers,0
2023-02-13,Returning viewers,0
2023-02-14,Returning viewers,0
2023-02-15,Returning viewers,0
2023-02-16,Returning viewers,0
2023-02-17,Returning viewers,0
2023-02-18,Returning viewers,0
2023-02-19,Returning viewers,0
2023-02-20,Returning viewers,0
2023-02-21,Returning viewers,0
2023-02-22,Returning viewers,0
2023-02-23,Returning viewers,0
2023-02-24,Returning viewers,0
2023-02-25,Returning viewers,0
2023-02-26,Returning viewers,0
2023-02-27,Returning viewers,0
2023-02-28,Returning viewers,0
2023-03-01,Returning viewers,0
2023-03-02,Returning viewers,0
2023-03-03,Returning viewers,0
2023-03-04,Returning viewers,0
2023-03-05,Returning viewers,0
2023-03-06,Returning viewers,0
2023-03-07,Returning viewers,0
2023-03-08,Returning viewers,0
2023-03-09,Returning viewers,0
2023-03-10,Returning viewers,0
2023-03-11,Returning viewers,0
2023-03-12,Returning viewers,0
2023-03-13,Returning viewers,0
2023-03-14,Returning viewers,0
2023-03-15,Returning viewers,0
2023-03-16,Returning viewers,0
2023-03-17,Returning viewers,0
2023-03-18,Returning viewers,0
2023-03-19,Returning viewers,0
2023-03-20,Returning viewers,0
2023-03-21,Returning viewers,0
2023-03-22,Returning viewers,0
2023-03-23,Returning viewers,0
2023-03-24,Returning viewers,0
2023-03-25,Returning viewers,0
2023-03-26,Returning viewers,0
2023-03-27,Returning viewers,0
2023-03-28,Returning viewers,0
2023-03-29,Returning viewers,3
2023-03-30,Returning viewers,1
2023-03-31,Returning viewers,1
2023-04-01,Returning viewers,5
2023-04-02,Returning viewers,0
2023-04-03,Returning viewers,1
2023-04-04,Returning viewers,0
2023-04-05,Returning viewers,0
2023-04-06,Returning viewers,0
2023-04-07,Returning viewers,0
2023-04-08,Returning viewers,0
2023-04-09,Returning viewers,0
2023-04-10,Returning viewers,1
2023-04-11,Returning viewers,0
2023-04-12,Returning viewers,0
2023-04-13,Returning viewers,0
2023-04-14,Returning viewers,1
2023-04-15,Returning viewers,4
2023-04-16,Returning viewers,4
2023-04-17,Returning viewers,8
2023-04-18,Returning viewers,11
2023-04-19,Returning viewers,1
2023-04-20,Returning viewers,3
2023-04-21,Returning viewers,4
2023-04-22,Returning viewers,5
2023-04-23,Returning viewers,0
2023-04-24,Returning viewers,0
2023-04-25,Returning viewers,6
2023-04-26,Returning viewers,5
2023-04-27,Returning viewers,2
2023-04-28,Returning viewers,0
2023-04-29,Returning viewers,0
2023-04-30,Returning viewers,1
2023-05-01,Returning viewers,3
2023-05-02,Returning viewers,1
2023-05-03,Returning viewers,1
2023-05-04,Returning viewers,1
2023-05-05,Returning viewers,0
2023-05-06,Returning viewers,0
2023-05-07,Returning viewers,0
2023-05-08,Returning viewers,1
2023-05-09,Returning viewers,3
2023-05-10,Returning viewers,0
2023-05-11,Returning viewers,0
2023-05-12,Returning viewers,14
2023-05-13,Returning viewers,0
2023-05-14,Returning viewers,0
2023-05-15,Returning viewers,2
2023-05-16,Returning viewers,1
2023-05-17,Returning viewers,7
2023-05-18,Returning viewers,6
2023-05-19,Returning viewers,4
2023-05-20,Returning viewers,0
2023-05-21,Returning viewers,1
2023-05-22,Returning viewers,4
2023-05-23,Returning viewers,0
2023-05-24,Returning viewers,6
2023-05-25,Returning viewers,0
2023-05-26,Returning viewers,4
2023-05-27,Returning viewers,0
2023-05-28,Returning viewers,0
2023-05-29,Returning viewers,1
2023-05-30,Returning viewers,8
2023-05-31,Returning viewers,3
2023-06-01,Returning viewers,0
2023-06-02,Returning viewers,0
2023-06-03,Returning viewers,7
2023-06-04,Returning viewers,2
2023-06-05,Returning viewers,3
2023-06-06,Returning viewers,4
2023-06-07,Returning viewers,0
2023-06-08,Returning viewers,3
2023-06-09,Returning viewers,1
2023-06-10,Returning viewers,0
2023-06-11,Returning viewers,0
2023-06-12,Returning viewers,1
2023-06-13,Returning viewers,1
2023-06-14,Returning viewers,2
2023-06-15,Returning viewers,0
2023-06-16,Returning viewers,1
2023-06-17,Returning viewers,0
2023-06-18,Returning viewers,0
2023-06-19,Returning viewers,0
2023-06-20,Returning viewers,0
2023-06-21,Returning viewers,0
2023-06-22,Returning viewers,0
2023-06-23,Returning viewers,0
2023-06-24,Returning viewers,0
2023-06-25,Returning viewers,0
2023-06-26,Returning viewers,2
2023-06-27,Returning viewers,1
2023-06-28,Returning viewers,9
2023-06-29,Returning viewers,0
2023-06-30,Returning viewers,0
2023-07-01,Returning viewers,1
2023-07-02,Returning viewers,0
2023-07-03,Returning viewers,7
2023-07-04,Returning viewers,4
2023-07-05,Returning viewers,3
2023-07-06,Returning viewers,0
2023-07-07,Returning viewers,3
2023-07-08,Returning viewers,0
2023-07-09,Returning viewers,1
2023-07-10,Returning viewers,0
2023-07-11,Returning viewers,0
2023-07-12,Returning viewers,2
2023-07-13,Returning viewers,1
2023-07-14,Returning viewers,0
2023-07-15,Returning viewers,1
2023-07-16,Returning viewers,0
2023-07-17,Returning viewers,6
2023-07-18,Returning viewers,6
2023-07-19,Returning viewers,6
2023-07-20,Returning viewers,2
2023-07-21,Returning viewers,0
2023-07-22,Returning viewers,8
2023-07-23,Returning viewers,0
2023-07-24,Returning viewers,3
2023-07-25,Returning viewers,3
2023-07-26,Returning viewers,11
2023-07-27,Returning viewers,4
2023-07-28,Returning viewers,0
2023-07-29,Returning viewers,0
2023-07-30,Returning viewers,2
2023-07-31,Returning viewers,3
2023-08-01,Returning viewers,0
2023-08-02,Returning viewers,1
2023-08-03,Returning viewers,1
2023-08-04,Returning viewers,3
2023-08-05,Returning viewers,0
2023-08-06,Returning viewers,0
2023-08-07,Returning viewers,1
2023-08-08,Returning viewers,2
2023-08-09,Returning viewers,3
2023-08-10,Returning viewers,0
2023-08-11,Returning viewers,20
2023-08-12,Returning viewers,0
2023-08-13,Returning viewers,0
2023-08-14,Returning viewers,14
2023-08-15,Returning viewers,0
2023-08-16,Returning viewers,0
2023-08-17,Returning viewers,0
2023-08-18,Returning viewers,0
2023-08-19,Returning viewers,0
2023-08-20,Returning viewers,0
2023-08-21,Returning viewers,2
2023-08-22,Returning viewers,0
2023-08-23,Returning viewers,9
2023-08-24,Returning viewers,1
2023-08-25,Returning viewers,3
2023-08-26,Returning viewers,0
2023-08-27,Returning viewers,0
2023-08-28,Returning viewers,1
2023-08-29,Returning viewers,1
2023-08-30,Returning viewers,1
2023-08-31,Returning viewers,3
2023-09-01,Returning viewers,1
2023-09-02,Returning viewers,3
2023-09-03,Returning viewers,2
2023-09-04,Returning viewers,2
2023-09-05,Returning viewers,3
2023-09-06,Returning viewers,8
2023-09-07,Returning viewers,0
2023-09-08,Returning viewers,1
2023-09-09,Returning viewers,7
2023-09-10,Returning viewers,0
2023-09-11,Returning viewers,5
2023-09-12,Returning viewers,0
2023-09-13,Returning viewers,0
2023-09-14,Returning viewers,0
2023-09-15,Returning viewers,2
2023-09-16,Returning viewers,0
2023-09-17,Returning viewers,0
2023-09-18,Returning viewers,2
2023-09-19,Returning viewers,2
2023-09-20,Returning viewers,2
2023-09-21,Returning viewers,4
2023-09-22,Returning viewers,13
2023-09-23,Returning viewers,4
2023-09-24,Returning viewers,0
2023-09-25,Returning viewers,2
2023-09-26,Returning viewers,5
2023-09-27,Returning viewers,0
2023-09-28,Returning viewers,2
2023-09-29,Returning viewers,32
2023-09-30,Returning viewers,7
2023-10-01,Returning viewers,2
2023-10-02,Returning viewers,1
2023-10-03,Returning viewers,0
2023-10-04,Returning viewers,1
2023-10-05,Returning viewers,6
2023-10-06,Returning viewers,3
2023-10-07,Returning viewers,6
2023-10-08,Returning viewers,7
2023-10-09,Returning viewers,0
2023-10-10,Returning viewers,1
2023-10-11,Returning viewers,7
2023-10-12,Returning viewers,8
2023-10-13,Returning viewers,1
2023-10-14,Returning viewers,1
2023-10-15,Returning viewers,4
2023-10-16,Returning viewers,12
2023-10-17,Returning viewers,20
2023-10-18,Returning viewers,9
2023-10-19,Returning viewers,2
2023-10-20,Returning viewers,1
2023-10-21,Returning viewers,2
2023-10-22,Returning viewers,0
2023-10-23,Returning viewers,4
2023-10-24,Returning viewers,0
2023-10-25,Returning viewers,0
2023-10-26,Returning viewers,0
2023-10-27,Returning viewers,0
2023-10-28,Returning viewers,2
2023-10-29,Returning viewers,0
2023-10-30,Returning viewers,2
2023-10-31,Returning viewers,2
2023-11-01,Returning viewers,1
2023-11-02,Returning viewers,0
2023-11-03,Returning viewers,0
2023-11-04,Returning viewers,3
2023-11-05,Returning viewers,0
2023-11-06,Returning viewers,9
2023-11-07,Returning viewers,6
2023-11-08,Returning viewers,0
2023-11-09,Returning viewers,4
2023-11-10,Returning viewers,3
2023-11-11,Returning viewers,25
2023-11-12,Returning viewers,0
2023-11-13,Returning viewers,19
2023-11-14,Returning viewers,6
2023-11-15,Returning viewers,4
2023-11-16,Returning viewers,6
2023-11-17,Returning viewers,10
2023-11-18,Returning viewers,1
2023-11-19,Returning viewers,8
2023-11-20,Returning viewers,15
2023-11-21,Returning viewers,19
2023-11-22,Returning viewers,6
2023-11-23,Returning viewers,9
2023-11-24,Returning viewers,6
2023-11-25,Returning viewers,54
2023-11-26,Returning viewers,40
2023-11-27,Returning viewers,233
2023-11-28,Returning viewers,218
2023-11-29,Returning viewers,211
2023-11-30,Returning viewers,184
2023-12-01,Returning viewers,153
2023-12-02,Returning viewers,40
2023-12-03,Returning viewers,26
2023-12-04,Returning viewers,37
2023-12-05,Returning viewers,18
2023-12-06,Returning viewers,31
