Date,Device type,Views
2022-03-13,Mobile phone,2
2022-03-14,Mobile phone,2
2022-03-15,Mobile phone,7
2022-03-16,Mobile phone,3
2022-03-17,Mobile phone,6
2022-03-18,Mobile phone,1
2022-03-19,Mobile phone,2
2022-03-20,Mobile phone,1
2022-03-21,Mobile phone,1
2022-03-22,Mobile phone,2
2022-03-23,Mobile phone,3
2022-03-24,Mobile phone,1
2022-03-25,Mobile phone,0
2022-03-26,Mobile phone,6
2022-03-27,Mobile phone,0
2022-03-28,Mobile phone,1
2022-03-29,Mobile phone,4
2022-03-30,Mobile phone,1
2022-03-31,Mobile phone,5
2022-04-01,Mobile phone,1
2022-04-02,Mobile phone,4
2022-04-03,Mobile phone,0
2022-04-04,Mobile phone,3
2022-04-05,Mobile phone,2
2022-04-06,Mobile phone,4
2022-04-07,Mobile phone,3
2022-04-08,Mobile phone,4
2022-04-09,Mobile phone,6
2022-04-10,Mobile phone,0
2022-04-11,Mobile phone,2
2022-04-12,Mobile phone,7
2022-04-13,Mobile phone,2
2022-04-14,Mobile phone,4
2022-04-15,Mobile phone,3
2022-04-16,Mobile phone,1
2022-04-17,Mobile phone,1
2022-04-18,Mobile phone,4
2022-04-19,Mobile phone,4
2022-04-20,Mobile phone,1
2022-04-21,Mobile phone,0
2022-04-22,Mobile phone,7
2022-04-23,Mobile phone,1
2022-04-24,Mobile phone,23
2022-04-25,Mobile phone,4
2022-04-26,Mobile phone,6
2022-04-27,Mobile phone,29
2022-04-28,Mobile phone,8
2022-04-29,Mobile phone,4
2022-04-30,Mobile phone,12
2022-05-01,Mobile phone,6
2022-05-02,Mobile phone,18
2022-05-03,Mobile phone,12
2022-05-04,Mobile phone,7
2022-05-05,Mobile phone,0
2022-05-06,Mobile phone,4
2022-05-07,Mobile phone,2
2022-05-08,Mobile phone,9
2022-05-09,Mobile phone,15
2022-05-10,Mobile phone,29
2022-05-11,Mobile phone,17
2022-05-12,Mobile phone,20
2022-05-13,Mobile phone,12
2022-05-14,Mobile phone,1
2022-05-15,Mobile phone,6
2022-05-16,Mobile phone,11
2022-05-17,Mobile phone,13
2022-05-18,Mobile phone,20
2022-05-19,Mobile phone,20
2022-05-20,Mobile phone,4
2022-05-21,Mobile phone,11
2022-05-22,Mobile phone,7
2022-05-23,Mobile phone,7
2022-05-24,Mobile phone,9
2022-05-25,Mobile phone,4
2022-05-26,Mobile phone,7
2022-05-27,Mobile phone,13
2022-05-28,Mobile phone,1
2022-05-29,Mobile phone,10
2022-05-30,Mobile phone,5
2022-05-31,Mobile phone,2
2022-06-01,Mobile phone,6
2022-06-02,Mobile phone,8
2022-06-03,Mobile phone,7
2022-06-04,Mobile phone,5
2022-06-05,Mobile phone,6
2022-06-06,Mobile phone,3
2022-06-07,Mobile phone,11
2022-06-08,Mobile phone,8
2022-06-09,Mobile phone,1
2022-06-10,Mobile phone,7
2022-06-11,Mobile phone,9
2022-06-12,Mobile phone,1
2022-06-13,Mobile phone,11
2022-06-14,Mobile phone,6
2022-06-15,Mobile phone,18
2022-06-16,Mobile phone,7
2022-06-17,Mobile phone,7
2022-06-18,Mobile phone,14
2022-06-19,Mobile phone,9
2022-06-20,Mobile phone,17
2022-06-21,Mobile phone,6
2022-06-22,Mobile phone,14
2022-06-23,Mobile phone,11
2022-06-24,Mobile phone,4
2022-06-25,Mobile phone,5
2022-06-26,Mobile phone,4
2022-06-27,Mobile phone,12
2022-06-28,Mobile phone,10
2022-06-29,Mobile phone,25
2022-06-30,Mobile phone,19
2022-07-01,Mobile phone,19
2022-07-02,Mobile phone,10
2022-07-03,Mobile phone,6
2022-07-04,Mobile phone,2
2022-07-05,Mobile phone,8
2022-07-06,Mobile phone,60
2022-07-07,Mobile phone,20
2022-07-08,Mobile phone,16
2022-07-09,Mobile phone,10
2022-07-10,Mobile phone,7
2022-07-11,Mobile phone,12
2022-07-12,Mobile phone,16
2022-07-13,Mobile phone,35
2022-07-14,Mobile phone,28
2022-07-15,Mobile phone,14
2022-07-16,Mobile phone,13
2022-07-17,Mobile phone,9
2022-07-18,Mobile phone,14
2022-07-19,Mobile phone,14
2022-07-20,Mobile phone,9
2022-07-21,Mobile phone,18
2022-07-22,Mobile phone,20
2022-07-23,Mobile phone,15
2022-07-24,Mobile phone,11
2022-07-25,Mobile phone,11
2022-07-26,Mobile phone,10
2022-07-27,Mobile phone,7
2022-07-28,Mobile phone,13
2022-07-29,Mobile phone,6
2022-07-30,Mobile phone,8
2022-07-31,Mobile phone,38
2022-08-01,Mobile phone,24
2022-08-02,Mobile phone,14
2022-08-03,Mobile phone,8
2022-08-04,Mobile phone,2
2022-08-05,Mobile phone,3
2022-08-06,Mobile phone,16
2022-08-07,Mobile phone,4
2022-08-08,Mobile phone,89
2022-08-09,Mobile phone,81
2022-08-10,Mobile phone,44
2022-08-11,Mobile phone,53
2022-08-12,Mobile phone,52
2022-08-13,Mobile phone,28
2022-08-14,Mobile phone,24
2022-08-15,Mobile phone,45
2022-08-16,Mobile phone,47
2022-08-17,Mobile phone,6
2022-08-18,Mobile phone,45
2022-08-19,Mobile phone,22
2022-08-20,Mobile phone,13
2022-08-21,Mobile phone,67
2022-08-22,Mobile phone,27
2022-08-23,Mobile phone,37
2022-08-24,Mobile phone,28
2022-08-25,Mobile phone,27
2022-08-26,Mobile phone,21
2022-08-27,Mobile phone,24
2022-08-28,Mobile phone,7
2022-08-29,Mobile phone,26
2022-08-30,Mobile phone,12
2022-08-31,Mobile phone,24
2022-09-01,Mobile phone,19
2022-09-02,Mobile phone,27
2022-09-03,Mobile phone,12
2022-09-04,Mobile phone,33
2022-09-05,Mobile phone,8
2022-09-06,Mobile phone,22
2022-09-07,Mobile phone,21
2022-09-08,Mobile phone,10
2022-09-09,Mobile phone,21
2022-09-10,Mobile phone,14
2022-09-11,Mobile phone,7
2022-09-12,Mobile phone,7
2022-09-13,Mobile phone,18
2022-09-14,Mobile phone,9
2022-09-15,Mobile phone,42
2022-09-16,Mobile phone,13
2022-09-17,Mobile phone,21
2022-09-18,Mobile phone,9
2022-09-19,Mobile phone,7
2022-09-20,Mobile phone,14
2022-09-21,Mobile phone,8
2022-09-22,Mobile phone,18
2022-09-23,Mobile phone,17
2022-09-24,Mobile phone,14
2022-09-25,Mobile phone,16
2022-09-26,Mobile phone,16
2022-09-27,Mobile phone,28
2022-09-28,Mobile phone,16
2022-09-29,Mobile phone,19
2022-09-30,Mobile phone,18
2022-10-01,Mobile phone,23
2022-10-02,Mobile phone,14
2022-10-03,Mobile phone,12
2022-10-04,Mobile phone,19
2022-10-05,Mobile phone,9
2022-10-06,Mobile phone,16
2022-10-07,Mobile phone,10
2022-10-08,Mobile phone,8
2022-10-09,Mobile phone,10
2022-10-10,Mobile phone,4
2022-10-11,Mobile phone,14
2022-10-12,Mobile phone,24
2022-10-13,Mobile phone,11
2022-10-14,Mobile phone,10
2022-10-15,Mobile phone,7
2022-10-16,Mobile phone,10
2022-10-17,Mobile phone,6
2022-10-18,Mobile phone,7
2022-10-19,Mobile phone,5
2022-10-20,Mobile phone,3
2022-10-21,Mobile phone,4
2022-10-22,Mobile phone,17
2022-10-23,Mobile phone,3
2022-10-24,Mobile phone,4
2022-10-25,Mobile phone,18
2022-10-26,Mobile phone,28
2022-10-27,Mobile phone,15
2022-10-28,Mobile phone,16
2022-10-29,Mobile phone,9
2022-10-30,Mobile phone,9
2022-10-31,Mobile phone,23
2022-11-01,Mobile phone,19
2022-11-02,Mobile phone,7
2022-11-03,Mobile phone,24
2022-11-04,Mobile phone,8
2022-11-05,Mobile phone,3
2022-11-06,Mobile phone,9
2022-11-07,Mobile phone,11
2022-11-08,Mobile phone,7
2022-11-09,Mobile phone,8
2022-11-10,Mobile phone,1
2022-11-11,Mobile phone,9
2022-11-12,Mobile phone,10
2022-11-13,Mobile phone,12
2022-11-14,Mobile phone,15
2022-11-15,Mobile phone,4
2022-11-16,Mobile phone,6
2022-11-17,Mobile phone,17
2022-11-18,Mobile phone,4
2022-11-19,Mobile phone,5
2022-11-20,Mobile phone,4
2022-11-21,Mobile phone,1
2022-11-22,Mobile phone,2
2022-11-23,Mobile phone,5
2022-11-24,Mobile phone,1
2022-11-25,Mobile phone,2
2022-11-26,Mobile phone,1
2022-11-27,Mobile phone,0
2022-11-28,Mobile phone,19
2022-11-29,Mobile phone,13
2022-11-30,Mobile phone,0
2022-12-01,Mobile phone,4
2022-12-02,Mobile phone,0
2022-12-03,Mobile phone,3
2022-12-04,Mobile phone,4
2022-12-05,Mobile phone,2
2022-12-06,Mobile phone,2
2022-12-07,Mobile phone,0
2022-12-08,Mobile phone,5
2022-12-09,Mobile phone,2
2022-12-10,Mobile phone,6
2022-12-11,Mobile phone,4
2022-12-12,Mobile phone,3
2022-12-13,Mobile phone,2
2022-12-14,Mobile phone,4
2022-12-15,Mobile phone,3
2022-12-16,Mobile phone,0
2022-12-17,Mobile phone,2
2022-12-18,Mobile phone,3
2022-12-19,Mobile phone,0
2022-12-20,Mobile phone,0
2022-12-21,Mobile phone,0
2022-12-22,Mobile phone,2
2022-12-23,Mobile phone,1
2022-12-24,Mobile phone,0
2022-12-25,Mobile phone,1
2022-12-26,Mobile phone,3
2022-12-27,Mobile phone,2
2022-12-28,Mobile phone,1
2022-12-29,Mobile phone,2
2022-12-30,Mobile phone,3
2022-12-31,Mobile phone,0
2023-01-01,Mobile phone,6
2023-01-02,Mobile phone,0
2023-01-03,Mobile phone,3
2023-01-04,Mobile phone,4
2023-01-05,Mobile phone,7
2023-01-06,Mobile phone,1
2023-01-07,Mobile phone,2
2023-01-08,Mobile phone,2
2023-01-09,Mobile phone,0
2023-01-10,Mobile phone,0
2023-01-11,Mobile phone,0
2023-01-12,Mobile phone,2
2023-01-13,Mobile phone,2
2023-01-14,Mobile phone,4
2023-01-15,Mobile phone,4
2023-01-16,Mobile phone,1
2023-01-17,Mobile phone,8
2023-01-18,Mobile phone,4
2023-01-19,Mobile phone,1
2023-01-20,Mobile phone,2
2023-01-21,Mobile phone,1
2023-01-22,Mobile phone,1
2023-01-23,Mobile phone,3
2023-01-24,Mobile phone,2
2023-01-25,Mobile phone,5
2023-01-26,Mobile phone,27
2023-01-27,Mobile phone,6
2023-01-28,Mobile phone,0
2023-01-29,Mobile phone,3
2023-01-30,Mobile phone,1
2023-01-31,Mobile phone,2
2023-02-01,Mobile phone,3
2023-02-02,Mobile phone,0
2023-02-03,Mobile phone,0
2023-02-04,Mobile phone,2
2023-02-05,Mobile phone,2
2023-02-06,Mobile phone,0
2023-02-07,Mobile phone,2
2023-02-08,Mobile phone,3
2023-02-09,Mobile phone,0
2023-02-10,Mobile phone,3
2023-02-11,Mobile phone,1
2023-02-12,Mobile phone,0
2023-02-13,Mobile phone,0
2023-02-14,Mobile phone,1
2023-02-15,Mobile phone,0
2023-02-16,Mobile phone,0
2023-02-17,Mobile phone,1
2023-02-18,Mobile phone,2
2023-02-19,Mobile phone,2
2023-02-20,Mobile phone,0
2023-02-21,Mobile phone,0
2023-02-22,Mobile phone,1
2023-02-23,Mobile phone,0
2023-02-24,Mobile phone,1
2023-02-25,Mobile phone,71
2023-02-26,Mobile phone,2
2023-02-27,Mobile phone,2
2023-02-28,Mobile phone,0
2023-03-01,Mobile phone,0
2023-03-02,Mobile phone,0
2023-03-03,Mobile phone,0
2023-03-04,Mobile phone,0
2023-03-05,Mobile phone,0
2023-03-06,Mobile phone,0
2023-03-07,Mobile phone,1
2023-03-08,Mobile phone,0
2023-03-09,Mobile phone,0
2023-03-10,Mobile phone,1
2023-03-11,Mobile phone,0
2023-03-12,Mobile phone,1
2023-03-13,Mobile phone,0
2023-03-14,Mobile phone,0
2023-03-15,Mobile phone,0
2023-03-16,Mobile phone,1
2023-03-17,Mobile phone,0
2023-03-18,Mobile phone,1
2023-03-19,Mobile phone,0
2023-03-20,Mobile phone,2
2023-03-21,Mobile phone,0
2023-03-22,Mobile phone,0
2023-03-23,Mobile phone,0
2023-03-24,Mobile phone,0
2023-03-25,Mobile phone,1
2023-03-26,Mobile phone,0
2023-03-27,Mobile phone,0
2023-03-28,Mobile phone,2
2023-03-29,Mobile phone,4
2023-03-30,Mobile phone,1
2023-03-31,Mobile phone,2
2023-04-01,Mobile phone,4
2023-04-02,Mobile phone,1
2023-04-03,Mobile phone,2
2023-04-04,Mobile phone,1
2023-04-05,Mobile phone,1
2023-04-06,Mobile phone,0
2023-04-07,Mobile phone,3
2023-04-08,Mobile phone,0
2023-04-09,Mobile phone,2
2023-04-10,Mobile phone,0
2023-04-11,Mobile phone,0
2023-04-12,Mobile phone,0
2023-04-13,Mobile phone,0
2023-04-14,Mobile phone,0
2023-04-15,Mobile phone,3
2023-04-16,Mobile phone,1
2023-04-17,Mobile phone,6
2023-04-18,Mobile phone,4
2023-04-19,Mobile phone,0
2023-04-20,Mobile phone,2
2023-04-21,Mobile phone,4
2023-04-22,Mobile phone,0
2023-04-23,Mobile phone,0
2023-04-24,Mobile phone,0
2023-04-25,Mobile phone,1
2023-04-26,Mobile phone,4
2023-04-27,Mobile phone,2
2023-04-28,Mobile phone,3
2023-04-29,Mobile phone,0
2023-04-30,Mobile phone,0
2023-05-01,Mobile phone,1
2023-05-02,Mobile phone,0
2023-05-03,Mobile phone,0
2023-05-04,Mobile phone,1
2023-05-05,Mobile phone,0
2023-05-06,Mobile phone,0
2023-05-07,Mobile phone,0
2023-05-08,Mobile phone,0
2023-05-09,Mobile phone,0
2023-05-10,Mobile phone,0
2023-05-11,Mobile phone,0
2023-05-12,Mobile phone,0
2023-05-13,Mobile phone,1
2023-05-14,Mobile phone,0
2023-05-15,Mobile phone,3
2023-05-16,Mobile phone,0
2023-05-17,Mobile phone,0
2023-05-18,Mobile phone,0
2023-05-19,Mobile phone,0
2023-05-20,Mobile phone,1
2023-05-21,Mobile phone,1
2023-05-22,Mobile phone,0
2023-05-23,Mobile phone,1
2023-05-24,Mobile phone,1
2023-05-25,Mobile phone,0
2023-05-26,Mobile phone,4
2023-05-27,Mobile phone,0
2023-05-28,Mobile phone,0
2023-05-29,Mobile phone,0
2023-05-30,Mobile phone,0
2023-05-31,Mobile phone,0
2023-06-01,Mobile phone,0
2023-06-02,Mobile phone,0
2023-06-03,Mobile phone,5
2023-06-04,Mobile phone,1
2023-06-05,Mobile phone,0
2023-06-06,Mobile phone,2
2023-06-07,Mobile phone,0
2023-06-08,Mobile phone,0
2023-06-09,Mobile phone,0
2023-06-10,Mobile phone,0
2023-06-11,Mobile phone,1
2023-06-12,Mobile phone,0
2023-06-13,Mobile phone,1
2023-06-14,Mobile phone,1
2023-06-15,Mobile phone,0
2023-06-16,Mobile phone,0
2023-06-17,Mobile phone,0
2023-06-18,Mobile phone,1
2023-06-19,Mobile phone,1
2023-06-20,Mobile phone,0
2023-06-21,Mobile phone,0
2023-06-22,Mobile phone,0
2023-06-23,Mobile phone,0
2023-06-24,Mobile phone,1
2023-06-25,Mobile phone,1
2023-06-26,Mobile phone,0
2023-06-27,Mobile phone,0
2023-06-28,Mobile phone,0
2023-06-29,Mobile phone,0
2023-06-30,Mobile phone,0
2023-07-01,Mobile phone,0
2023-07-02,Mobile phone,0
2023-07-03,Mobile phone,5
2023-07-04,Mobile phone,0
2023-07-05,Mobile phone,4
2023-07-06,Mobile phone,1
2023-07-07,Mobile phone,1
2023-07-08,Mobile phone,1
2023-07-09,Mobile phone,0
2023-07-10,Mobile phone,0
2023-07-11,Mobile phone,0
2023-07-12,Mobile phone,0
2023-07-13,Mobile phone,0
2023-07-14,Mobile phone,0
2023-07-15,Mobile phone,2
2023-07-16,Mobile phone,2
2023-07-17,Mobile phone,4
2023-07-18,Mobile phone,1
2023-07-19,Mobile phone,2
2023-07-20,Mobile phone,0
2023-07-21,Mobile phone,0
2023-07-22,Mobile phone,6
2023-07-23,Mobile phone,0
2023-07-24,Mobile phone,1
2023-07-25,Mobile phone,3
2023-07-26,Mobile phone,3
2023-07-27,Mobile phone,0
2023-07-28,Mobile phone,0
2023-07-29,Mobile phone,0
2023-07-30,Mobile phone,2
2023-07-31,Mobile phone,0
2023-08-01,Mobile phone,1
2023-08-02,Mobile phone,1
2023-08-03,Mobile phone,1
2023-08-04,Mobile phone,0
2023-08-05,Mobile phone,0
2023-08-06,Mobile phone,0
2023-08-07,Mobile phone,0
2023-08-08,Mobile phone,0
2023-08-09,Mobile phone,2
2023-08-10,Mobile phone,0
2023-08-11,Mobile phone,3
2023-08-12,Mobile phone,0
2023-08-13,Mobile phone,0
2023-08-14,Mobile phone,1
2023-08-15,Mobile phone,1
2023-08-16,Mobile phone,0
2023-08-17,Mobile phone,0
2023-08-18,Mobile phone,0
2023-08-19,Mobile phone,0
2023-08-20,Mobile phone,0
2023-08-21,Mobile phone,1
2023-08-22,Mobile phone,0
2023-08-23,Mobile phone,0
2023-08-24,Mobile phone,0
2023-08-25,Mobile phone,0
2023-08-26,Mobile phone,0
2023-08-27,Mobile phone,1
2023-08-28,Mobile phone,0
2023-08-29,Mobile phone,0
2023-08-30,Mobile phone,0
2023-08-31,Mobile phone,4
2023-09-01,Mobile phone,3
2023-09-02,Mobile phone,3
2023-09-03,Mobile phone,0
2023-09-04,Mobile phone,0
2023-09-05,Mobile phone,0
2023-09-06,Mobile phone,0
2023-09-07,Mobile phone,0
2023-09-08,Mobile phone,0
2023-09-09,Mobile phone,0
2023-09-10,Mobile phone,0
2023-09-11,Mobile phone,0
2023-09-12,Mobile phone,0
2023-09-13,Mobile phone,0
2023-09-14,Mobile phone,1
2023-09-15,Mobile phone,1
2023-09-16,Mobile phone,0
2023-09-17,Mobile phone,0
2023-09-18,Mobile phone,1
2023-09-19,Mobile phone,2
2023-09-20,Mobile phone,1
2023-09-21,Mobile phone,0
2023-09-22,Mobile phone,1
2023-09-23,Mobile phone,0
2023-09-24,Mobile phone,0
2023-09-25,Mobile phone,0
2023-09-26,Mobile phone,2
2023-09-27,Mobile phone,0
2023-09-28,Mobile phone,4
2023-09-29,Mobile phone,8
2023-09-30,Mobile phone,1
2023-10-01,Mobile phone,1
2023-10-02,Mobile phone,0
2023-10-03,Mobile phone,0
2023-10-04,Mobile phone,2
2023-10-05,Mobile phone,7
2023-10-06,Mobile phone,2
2023-10-07,Mobile phone,4
2023-10-08,Mobile phone,2
2023-10-09,Mobile phone,0
2023-10-10,Mobile phone,1
2023-10-11,Mobile phone,3
2023-10-12,Mobile phone,0
2023-10-13,Mobile phone,0
2023-10-14,Mobile phone,0
2023-10-15,Mobile phone,0
2023-10-16,Mobile phone,1
2023-10-17,Mobile phone,1
2023-10-18,Mobile phone,3
2023-10-19,Mobile phone,1
2023-10-20,Mobile phone,0
2023-10-21,Mobile phone,4
2023-10-22,Mobile phone,0
2023-10-23,Mobile phone,4
2023-10-24,Mobile phone,1
2023-10-25,Mobile phone,2
2023-10-26,Mobile phone,2
2023-10-27,Mobile phone,1
2023-10-28,Mobile phone,3
2023-10-29,Mobile phone,1
2023-10-30,Mobile phone,1
2023-10-31,Mobile phone,2
2023-11-01,Mobile phone,1
2023-11-02,Mobile phone,0
2023-11-03,Mobile phone,0
2023-11-04,Mobile phone,1
2023-11-05,Mobile phone,1
2023-11-06,Mobile phone,10
2023-11-07,Mobile phone,6
2023-11-08,Mobile phone,0
2023-11-09,Mobile phone,3
2023-11-10,Mobile phone,1
2023-11-11,Mobile phone,20
2023-11-12,Mobile phone,0
2023-11-13,Mobile phone,19
2023-11-14,Mobile phone,0
2023-11-15,Mobile phone,0
2023-11-16,Mobile phone,4
2023-11-17,Mobile phone,0
2023-11-18,Mobile phone,3
2023-11-19,Mobile phone,7
2023-11-20,Mobile phone,5
2023-11-21,Mobile phone,3
2023-11-22,Mobile phone,2
2023-11-23,Mobile phone,0
2023-11-24,Mobile phone,4
2023-11-25,Mobile phone,1
2023-11-26,Mobile phone,7
2023-11-27,Mobile phone,89
2023-11-28,Mobile phone,97
2023-11-29,Mobile phone,43
2023-11-30,Mobile phone,35
2023-12-01,Mobile phone,48
2023-12-02,Mobile phone,20
2023-12-03,Mobile phone,8
2023-12-04,Mobile phone,1
2023-12-05,Mobile phone,8
2023-12-06,Mobile phone,21
2023-12-07,Mobile phone,3
2023-12-08,Mobile phone,0
2023-12-09,Mobile phone,31
2023-12-10,Mobile phone,12
2023-12-11,Mobile phone,42
2023-12-12,Mobile phone,35
2023-12-13,Mobile phone,31
2023-12-14,Mobile phone,33
2023-12-15,Mobile phone,7
2023-12-16,Mobile phone,11
2023-12-17,Mobile phone,5
2023-12-18,Mobile phone,14
2023-12-19,Mobile phone,14
2023-12-20,Mobile phone,25
2023-12-21,Mobile phone,17
2023-12-22,Mobile phone,9
2023-12-23,Mobile phone,2
2023-12-24,Mobile phone,19
2023-12-25,Mobile phone,16
2023-12-26,Mobile phone,21
2023-12-27,Mobile phone,4
2023-12-28,Mobile phone,1
2020-06-28,Tablet,0
2020-06-29,Tablet,0
2020-06-30,Tablet,0
2020-07-01,Tablet,0
2020-07-02,Tablet,0
2020-07-03,Tablet,0
2020-07-04,Tablet,0
2020-07-05,Tablet,0
2020-07-06,Tablet,0
2020-07-07,Tablet,0
2020-07-08,Tablet,0
2020-07-09,Tablet,0
2020-07-10,Tablet,0
2020-07-11,Tablet,0
2020-07-12,Tablet,0
2020-07-13,Tablet,0
2020-07-14,Tablet,0
2020-07-15,Tablet,0
2020-07-16,Tablet,0
2020-07-17,Tablet,0
2020-07-18,Tablet,0
2020-07-19,Tablet,0
2020-07-20,Tablet,0
2020-07-21,Tablet,0
2020-07-22,Tablet,0
2020-07-23,Tablet,0
2020-07-24,Tablet,0
2020-07-25,Tablet,0
2020-07-26,Tablet,0
2020-07-27,Tablet,0
2020-07-28,Tablet,0
2020-07-29,Tablet,0
2020-07-30,Tablet,0
2020-07-31,Tablet,0
2020-08-01,Tablet,0
2020-08-02,Tablet,0
2020-08-03,Tablet,1
2020-08-04,Tablet,0
2020-08-05,Tablet,0
2020-08-06,Tablet,0
2020-08-07,Tablet,0
2020-08-08,Tablet,0
2020-08-09,Tablet,0
2020-08-10,Tablet,0
2020-08-11,Tablet,0
2020-08-12,Tablet,0
2020-08-13,Tablet,0
2020-08-14,Tablet,0
2020-08-15,Tablet,1
2020-08-16,Tablet,0
2020-08-17,Tablet,0
2020-08-18,Tablet,0
2020-08-19,Tablet,0
2020-08-20,Tablet,0
2020-08-21,Tablet,1
2020-08-22,Tablet,0
2020-08-23,Tablet,0
2020-08-24,Tablet,0
2020-08-25,Tablet,0
2020-08-26,Tablet,0
2020-08-27,Tablet,0
2020-08-28,Tablet,0
2020-08-29,Tablet,0
2020-08-30,Tablet,0
2020-08-31,Tablet,0
2020-09-01,Tablet,0
2020-09-02,Tablet,0
2020-09-03,Tablet,0
2020-09-04,Tablet,0
2020-09-05,Tablet,0
2020-09-06,Tablet,0
2020-09-07,Tablet,0
2020-09-08,Tablet,0
2020-09-09,Tablet,0
2020-09-10,Tablet,0
2020-09-11,Tablet,0
2020-09-12,Tablet,0
2020-09-13,Tablet,0
2020-09-14,Tablet,0
2020-09-15,Tablet,0
2020-09-16,Tablet,0
2020-09-17,Tablet,0
2020-09-18,Tablet,0
2020-09-19,Tablet,0
2020-09-20,Tablet,0
2020-09-21,Tablet,0
2020-09-22,Tablet,0
2020-09-23,Tablet,1
2020-09-24,Tablet,1
2020-09-25,Tablet,0
2020-09-26,Tablet,0
2020-09-27,Tablet,0
2020-09-28,Tablet,0
2020-09-29,Tablet,0
2020-09-30,Tablet,0
2020-10-01,Tablet,0
2020-10-02,Tablet,0
2020-10-03,Tablet,0
2020-10-04,Tablet,0
2020-10-05,Tablet,0
2020-10-06,Tablet,0
2020-10-07,Tablet,0
2020-10-08,Tablet,1
2020-10-09,Tablet,0
2020-10-10,Tablet,1
2020-10-11,Tablet,0
2020-10-12,Tablet,0
2020-10-13,Tablet,0
2020-10-14,Tablet,1
2020-10-15,Tablet,0
2020-10-16,Tablet,0
2020-10-17,Tablet,0
2020-10-18,Tablet,0
2020-10-19,Tablet,0
2020-10-20,Tablet,0
2020-10-21,Tablet,0
2020-10-22,Tablet,0
2020-10-23,Tablet,0
2020-10-24,Tablet,0
2020-10-25,Tablet,0
2020-10-26,Tablet,0
2020-10-27,Tablet,0
2020-10-28,Tablet,0
2020-10-29,Tablet,0
2020-10-30,Tablet,0
2020-10-31,Tablet,0
2020-11-01,Tablet,0
2020-11-02,Tablet,0
2020-11-03,Tablet,0
2020-11-04,Tablet,0
2020-11-05,Tablet,0
2020-11-06,Tablet,0
2020-11-07,Tablet,0
2020-11-08,Tablet,0
2020-11-09,Tablet,0
2020-11-10,Tablet,0
2020-11-11,Tablet,0
2020-11-12,Tablet,0
2020-11-13,Tablet,0
2020-11-14,Tablet,0
2020-11-15,Tablet,0
2020-11-16,Tablet,0
2020-11-17,Tablet,0
2020-11-18,Tablet,0
2020-11-19,Tablet,0
2020-11-20,Tablet,0
2020-11-21,Tablet,0
2020-11-22,Tablet,0
2020-11-23,Tablet,0
2020-11-24,Tablet,0
2020-11-25,Tablet,0
2020-11-26,Tablet,0
2020-11-27,Tablet,0
2020-11-28,Tablet,0
2020-11-29,Tablet,0
2020-11-30,Tablet,0
2020-12-01,Tablet,0
2020-12-02,Tablet,0
2020-12-03,Tablet,0
2020-12-04,Tablet,0
2020-12-05,Tablet,0
2020-12-06,Tablet,0
2020-12-07,Tablet,0
2020-12-08,Tablet,0
2020-12-09,Tablet,0
2020-12-10,Tablet,0
2020-12-11,Tablet,0
2020-12-12,Tablet,0
2020-12-13,Tablet,0
2020-12-14,Tablet,0
2020-12-15,Tablet,0
2020-12-16,Tablet,0
2020-12-17,Tablet,0
2020-12-18,Tablet,0
2020-12-19,Tablet,0
2020-12-20,Tablet,0
2020-12-21,Tablet,0
2020-12-22,Tablet,0
2020-12-23,Tablet,0
2020-12-24,Tablet,0
2020-12-25,Tablet,0
2020-12-26,Tablet,0
2020-12-27,Tablet,0
2020-12-28,Tablet,0
2020-12-29,Tablet,0
2020-12-30,Tablet,0
2020-12-31,Tablet,0
2021-01-01,Tablet,0
2021-01-02,Tablet,0
2021-01-03,Tablet,0
2021-01-04,Tablet,0
2021-01-05,Tablet,0
2021-01-06,Tablet,0
2021-01-07,Tablet,0
2021-01-08,Tablet,0
2021-01-09,Tablet,0
2021-01-10,Tablet,0
2021-01-11,Tablet,0
2021-01-12,Tablet,0
2021-01-13,Tablet,0
2021-01-14,Tablet,0
2021-01-15,Tablet,0
2021-01-16,Tablet,0
2021-01-17,Tablet,0
2021-01-18,Tablet,0
2021-01-19,Tablet,0
2021-01-20,Tablet,0
2021-01-21,Tablet,0
2021-01-22,Tablet,0
2021-01-23,Tablet,0
2021-01-24,Tablet,0
2021-01-25,Tablet,0
2021-01-26,Tablet,0
2021-01-27,Tablet,2
2021-01-28,Tablet,0
2021-01-29,Tablet,0
2021-01-30,Tablet,0
2021-01-31,Tablet,0
2021-02-01,Tablet,0
2021-02-02,Tablet,0
2021-02-03,Tablet,0
2021-02-04,Tablet,0
2021-02-05,Tablet,0
2021-02-06,Tablet,0
2021-02-07,Tablet,0
2021-02-08,Tablet,1
2021-02-09,Tablet,0
2021-02-10,Tablet,0
2021-02-11,Tablet,0
2021-02-12,Tablet,0
2021-02-13,Tablet,0
2021-02-14,Tablet,0
2021-02-15,Tablet,0
2021-02-16,Tablet,0
2021-02-17,Tablet,0
2021-02-18,Tablet,0
2021-02-19,Tablet,0
2021-02-20,Tablet,0
2021-02-21,Tablet,0
2021-02-22,Tablet,0
2021-02-23,Tablet,0
2021-02-24,Tablet,0
2021-02-25,Tablet,0
2021-02-26,Tablet,0
2021-02-27,Tablet,0
2021-02-28,Tablet,0
2021-03-01,Tablet,0
2021-03-02,Tablet,0
2021-03-03,Tablet,1
